2019,Ukr,Чернігівська область,143.21713483146067
2019,Ukr,Дніпропетровська область,139.3798070794204
2019,Ukr,Полтавська область,141.1418859862096
2019,Ukr,Одеська область,137.6045054200542
2019,Ukr,Сумська область,140.85829798515377
2019,Ukr,Херсонська область,137.65667819182994
2019,Ukr,Рівненська область,139.1054483313229
2019,Ukr,Донецька область,139.3187925170068
2019,Ukr,Хмельницька область,140.45101584937774
2019,Ukr,Житомирська область,141.14261405934278
2019,Ukr,Кіровоградська область,139.76174236552473
2019,Ukr,Тернопільська область,141.19019153348785
2019,Ukr,Чернівецька область,133.18982415681754
2019,Ukr,Луганська область,138.62960554833117
2019,Ukr,Івано-Франківська область,140.30355160932297
2019,Ukr,Волинська область,142.87223534464246
2019,Ukr,Вінницька область,139.32457324335053
2019,Ukr,м.Київ,148.02462432608112
2019,Ukr,Львівська область,146.74599498166378
2019,Ukr,Харківська область,144.11942850838483
2019,Ukr,Закарпатська область,132.35720823798627
2019,Ukr,Черкаська область,142.0984565596216
2019,Ukr,Запорізька область,138.22626746506987
2019,Ukr,Миколаївська область,137.8643115214773
2019,Ukr,Київська область,144.15704326063639
2020,Ukr,Волинська область,145.3010103660937
2020,Ukr,Полтавська область,143.06036330813495
2020,Ukr,Івано-Франківська область,145.3608407079646
2020,Ukr,Херсонська область,139.02115915363385
2020,Ukr,Вінницька область,143.12989671536243
2020,Ukr,Кіровоградська область,141.41688359985125
2020,Ukr,Чернігівська область,143.75586120662706
2020,Ukr,Запорізька область,138.9090570950344
2020,Ukr,м.Київ,150.50968489156915
2020,Ukr,Закарпатська область,136.0454477723141
2020,Ukr,Сумська область,145.08014627456956
2020,Ukr,Харківська область,145.4890028893213
2020,Ukr,Київська область,144.28202338863204
2020,Ukr,Чернівецька область,140.99174980813507
2020,Ukr,Львівська область,151.4329998359849
2020,Ukr,Луганська область,140.93379790940767
2020,Ukr,Хмельницька область,144.1897683636814
2020,Ukr,Донецька область,140.4461700699837
2020,Ukr,Миколаївська область,138.96246608381068
2020,Ukr,Дніпропетровська область,141.4840895981542
2020,Ukr,Одеська область,140.6777659773849
2020,Ukr,Черкаська область,143.3844051028378
2020,Ukr,Рівненська область,145.50891330891332
2020,Ukr,Житомирська область,143.95441871742028
2020,Ukr,Тернопільська область,144.69055423122765
